body_temperature,respiratory_rate,walking_capacity,sleeping_duration,heart_rate,ruminating,health_status
39.9,19,13257,3.4,76,4.0,healthy
38.0,13,13257,2.8,66,3.6,healthy
38.7,22,5100,6.6,47,4.6,healthy
40.4,30,6405,3.1,72,6.4,healthy
38.1,31,5004,7.2,40,6.5,unhealthy
39.3,31,12570,7.1,64,5.4,healthy
38.2,27,5661,7.1,53,5.3,healthy
40.6,20,5067,7.2,38,3.8,healthy
39.7,16,5144,7.0,44,3.0,healthy
40.6,28,5004,7.2,42,4.4,healthy
40.2,33,13257,6.8,69,6.9,healthy
39.1,14,12807,7.2,59,3.3,healthy
39.2,17,7303,3.7,50,3.1,healthy
38.0,16,13052,2.8,47,6.1,healthy
39.0,28,13036,6.3,45,4.4,healthy
38.0,20,5458,6.2,58,4.1,healthy
38.8,28,5004,7.2,41,4.1,healthy
38.0,24,13257,2.9,73,4.2,healthy
39.3,25,13257,3.3,57,6.1,healthy
38.6,36,13155,4.5,58,6.4,healthy
40.0,20,5077,5.1,59,3.0,healthy
39.3,19,13257,4.3,80,7.0,healthy
39.5,27,5464,2.9,55,5.5,healthy
38.2,16,13257,2.8,69,6.5,healthy
39.4,25,5015,2.9,45,3.6,healthy
40.0,26,5173,3.9,39,3.8,healthy
40.6,36,5028,3.5,50,5.5,unhealthy
40.6,19,5004,7.0,38,3.7,healthy
38.1,21,13257,6.5,64,6.3,healthy
38.0,20,13257,4.1,80,5.5,healthy
39.0,25,11633,4.9,43,5.1,healthy
38.0,19,13257,5.3,75,5.4,healthy
39.2,29,5005,3.5,45,3.3,healthy
39.5,26,10172,3.4,65,5.2,healthy
38.2,18,5145,7.2,37,4.1,healthy
40.6,25,7502,6.6,58,3.9,healthy
40.5,18,13257,4.4,53,6.1,healthy
38.6,29,5004,7.2,45,6.4,healthy
38.2,17,6338,7.2,49,4.1,healthy
38.0,27,12833,4.7,69,4.9,healthy
39.3,21,12907,6.7,62,4.5,healthy
38.8,28,5028,3.0,38,3.3,healthy
40.6,17,5691,7.1,46,5.9,healthy
40.5,18,13020,6.5,64,5.3,healthy
39.2,32,13257,3.0,43,6.7,unhealthy
38.4,15,9714,5.9,52,6.8,healthy
40.0,14,5667,3.0,39,6.6,unhealthy
40.6,26,5004,7.2,40,4.8,healthy
39.0,38,5004,2.8,43,5.0,unhealthy
39.7,34,5809,2.8,41,6.1,healthy
38.0,35,13257,2.8,70,5.0,healthy
39.4,14,13257,2.8,68,4.1,healthy
40.6,25,13252,7.1,41,6.9,healthy
38.9,28,11192,6.0,43,3.8,healthy
40.4,18,6276,7.2,42,3.9,healthy
39.5,27,7848,5.7,61,5.0,healthy
38.0,18,13257,5.5,67,4.6,healthy
38.1,23,13257,3.9,79,6.1,healthy
39.5,16,5051,4.7,39,3.5,healthy
39.6,20,8963,4.2,37,6.9,healthy
38.0,19,13257,2.8,77,5.1,healthy
38.7,39,6374,2.9,41,4.3,healthy
40.5,21,5004,7.2,38,3.7,healthy
40.2,22,5004,7.2,39,3.3,healthy
38.2,21,13257,3.5,76,6.6,healthy
39.1,15,9288,5.9,65,4.7,healthy
38.0,14,13257,7.2,63,5.2,healthy
40.4,33,5009,7.1,44,3.2,unhealthy
40.5,18,5004,7.2,39,3.3,healthy
38.4,28,7273,7.2,55,4.2,healthy
38.0,17,13257,3.5,67,4.8,healthy
39.7,18,7884,4.4,51,3.5,healthy
40.5,17,5004,7.2,48,3.2,healthy
40.6,30,7872,7.2,39,3.3,healthy
38.0,25,13257,3.1,66,7.0,healthy
40.6,40,5054,5.0,40,3.9,unhealthy
40.3,36,5008,4.5,41,3.4,unhealthy
40.5,27,13050,5.7,58,5.4,healthy
39.1,35,8147,2.8,44,6.9,healthy
38.2,20,12365,7.2,71,5.5,healthy
38.4,12,13257,3.2,65,5.3,healthy
40.5,27,5005,7.2,51,4.3,healthy
38.2,34,6532,6.3,52,3.3,healthy
40.2,19,13257,7.2,54,4.3,healthy
38.4,26,13257,3.1,59,6.7,healthy
40.1,29,11802,4.0,58,4.2,healthy
38.4,26,5641,5.0,41,7.0,healthy
38.2,19,10047,5.8,44,5.8,healthy
38.5,15,13257,4.8,56,6.8,healthy
40.2,24,5017,3.3,43,3.8,healthy
38.1,28,13257,2.8,82,6.9,healthy
38.0,23,11953,7.1,45,6.1,healthy
39.7,20,13257,3.0,56,5.4,healthy
40.6,26,5452,7.2,42,3.1,healthy
38.0,19,13257,3.5,50,5.4,healthy
40.5,21,10981,6.6,41,4.3,healthy
40.2,31,5989,3.2,62,6.9,healthy
38.0,43,6005,4.3,52,5.7,healthy
40.4,22,5063,4.9,44,6.5,healthy
38.0,30,13257,2.8,74,6.7,healthy
38.5,24,13257,2.9,63,4.6,healthy
38.0,18,6842,6.9,60,3.0,healthy
38.6,27,13257,7.2,55,6.1,healthy
40.6,18,6247,5.4,45,3.6,healthy
38.0,31,11929,3.7,56,4.9,healthy
39.7,29,11450,3.1,46,4.6,healthy
38.0,17,13257,2.8,62,6.8,healthy
39.8,14,6480,7.1,42,3.2,unhealthy
38.0,16,13257,6.8,72,4.4,healthy
39.1,13,13257,2.8,51,6.7,healthy
38.0,16,13257,7.1,69,7.0,healthy
38.1,39,11631,3.6,44,6.6,unhealthy
40.6,32,5004,7.2,37,3.6,unhealthy
40.6,22,5004,6.6,54,3.2,healthy
40.5,20,5004,7.1,40,3.4,healthy
40.3,37,13172,7.2,73,6.3,healthy
38.1,27,13257,4.0,64,5.4,healthy
38.3,30,6346,6.3,56,6.1,healthy
38.0,26,13257,2.8,67,3.5,healthy
38.9,29,13257,2.8,53,4.8,healthy
38.2,29,8717,2.8,59,7.0,healthy
39.7,27,5533,2.8,39,6.3,healthy
38.0,17,13257,2.8,61,5.2,healthy
40.3,18,6196,2.8,47,3.2,healthy
40.1,14,13257,3.3,47,6.6,unhealthy
40.6,26,5008,7.0,51,5.4,healthy
38.4,22,5824,3.9,49,4.8,healthy
39.7,33,5148,4.7,45,4.6,unhealthy
40.6,32,5033,7.2,48,5.0,unhealthy
40.6,32,5004,7.2,39,6.6,unhealthy
38.0,24,12816,7.2,61,3.3,healthy
38.5,24,5760,3.4,57,3.4,healthy
38.5,17,9873,6.1,49,5.9,healthy
38.0,27,13043,2.8,72,7.0,healthy
40.6,31,5004,7.2,50,3.0,unhealthy
40.6,33,5013,3.1,49,6.4,unhealthy
40.4,20,13257,2.8,50,6.7,healthy
38.1,34,5004,6.3,39,4.4,healthy
38.1,32,13257,2.8,72,6.3,healthy
38.6,24,11285,6.8,69,4.0,healthy
38.1,24,13257,2.8,68,7.0,healthy
38.4,30,13257,3.1,80,4.3,healthy
38.0,28,13257,2.8,44,6.3,healthy
40.4,29,5506,6.5,47,3.7,healthy
39.6,20,13257,5.8,46,6.4,healthy
38.0,17,13257,2.8,72,7.0,healthy
38.3,42,13257,2.8,81,4.6,healthy
38.2,17,5011,3.8,38,4.5,healthy
39.2,29,5004,7.2,44,4.1,healthy
38.0,37,13257,2.8,69,7.0,healthy
40.5,32,5004,2.8,39,3.4,unhealthy
38.1,23,5005,7.1,51,3.3,healthy
40.5,20,5018,2.8,40,6.0,healthy
38.0,23,13257,2.8,43,4.4,healthy
39.7,18,5095,7.2,60,6.2,healthy
39.6,29,5005,6.5,41,6.3,healthy
39.6,18,6709,6.8,63,6.2,healthy
40.5,27,5004,7.2,38,5.6,healthy
38.1,27,13257,2.8,74,6.3,healthy
40.6,22,5035,7.1,44,5.1,healthy
39.3,24,6344,2.9,49,3.8,healthy
39.4,22,5586,3.1,39,4.2,healthy
40.6,20,13257,2.9,63,5.3,healthy
40.5,41,5227,6.9,56,6.9,healthy
40.5,20,5004,7.2,37,3.5,healthy
38.0,31,13257,2.8,62,6.7,healthy
38.8,15,13257,5.5,71,6.4,healthy
38.0,31,5004,3.5,38,3.0,unhealthy
40.5,18,13257,6.9,39,3.6,healthy
39.8,30,6075,5.3,48,6.6,healthy
38.0,27,13257,2.8,61,7.0,healthy
38.0,32,5726,2.8,56,4.6,healthy
39.6,41,5010,5.2,45,6.2,healthy
40.6,18,9350,3.1,52,4.7,healthy
38.4,15,12809,5.8,41,4.7,healthy
38.1,34,5454,4.2,46,5.7,healthy
39.1,24,13151,2.8,40,4.7,healthy
38.0,22,13257,5.7,81,7.0,healthy
38.8,39,13135,5.5,48,6.9,healthy
38.5,13,12756,4.8,49,5.5,unhealthy
38.2,37,5054,2.8,73,4.4,healthy
40.2,28,5004,5.3,38,4.5,healthy
40.1,25,5010,6.5,44,3.4,healthy
39.6,19,12977,2.8,46,4.9,healthy
40.3,32,5004,4.9,41,3.4,unhealthy
40.4,44,5004,6.6,42,6.0,unhealthy
38.3,17,5093,2.9,39,4.5,healthy
40.6,23,5004,7.2,44,3.8,healthy
40.3,23,5004,7.2,38,3.0,healthy
39.1,37,13257,2.8,53,5.0,healthy
40.6,31,5080,2.9,51,3.8,unhealthy
38.0,29,13257,2.8,64,7.0,healthy
40.5,25,5066,3.9,45,5.4,healthy
40.6,22,5004,7.2,39,3.7,healthy
40.5,28,5029,7.2,45,5.3,healthy
38.7,26,13020,3.7,45,5.6,healthy
40.1,29,8414,2.8,51,5.9,healthy
40.4,24,11131,6.9,60,6.0,healthy
39.2,22,13257,2.8,81,5.6,healthy
39.7,43,9929,6.1,51,3.3,unhealthy
39.0,27,5006,4.5,55,3.4,healthy
40.2,29,13257,3.2,63,5.5,healthy
38.0,22,13257,6.5,82,5.1,healthy
38.0,20,12887,2.8,64,3.2,healthy
39.4,23,5005,5.0,48,6.4,healthy
38.0,22,5004,6.8,50,4.9,healthy
38.9,17,5142,6.7,57,4.6,healthy
38.0,12,12512,7.2,61,5.1,healthy
38.4,16,12092,2.9,59,6.9,healthy
40.5,38,9576,2.8,54,6.0,unhealthy
38.1,34,13257,2.8,60,6.9,healthy
38.0,30,8929,4.0,64,6.9,healthy
39.2,25,7490,6.7,44,3.5,healthy
40.6,25,13257,2.8,51,6.6,healthy
39.9,37,5004,7.2,38,5.3,unhealthy
38.4,17,5004,2.8,55,5.1,healthy
40.6,25,5004,7.2,38,3.1,healthy
40.5,34,5004,7.2,38,3.8,unhealthy
39.3,16,12566,5.9,72,6.6,healthy
39.3,19,5005,7.2,44,3.6,healthy
40.2,14,13257,2.8,65,5.9,healthy
38.0,22,7088,6.6,60,5.4,healthy
40.6,28,5007,7.2,52,3.8,healthy
38.4,20,13257,2.8,60,6.9,healthy
38.1,17,13257,2.9,76,5.9,healthy
38.3,31,5004,5.9,44,3.2,unhealthy
39.6,39,5004,6.0,40,3.5,unhealthy
39.4,34,12606,2.8,61,7.0,healthy
40.5,26,5097,2.8,64,6.5,healthy
38.0,30,13257,2.8,77,7.0,healthy
39.2,23,12612,2.8,51,7.0,healthy
38.0,10,13221,3.2,76,3.3,healthy
38.4,15,10873,7.0,53,4.3,healthy
38.2,28,7932,3.1,51,5.7,healthy
38.1,18,5980,7.2,45,5.1,healthy
40.6,32,5007,7.2,57,5.0,healthy
39.8,20,13257,7.1,64,5.4,healthy
38.3,30,10804,2.8,55,6.5,healthy
40.5,28,5005,2.8,40,5.1,healthy
38.1,15,5048,6.8,43,5.9,healthy
38.2,19,13168,2.8,65,6.8,healthy
38.0,22,13257,2.8,64,7.0,healthy
39.4,21,6570,3.4,52,4.2,healthy
38.0,24,13257,2.8,64,6.1,healthy
38.7,24,11600,4.6,49,3.1,healthy
40.2,34,5005,2.9,37,6.0,unhealthy
39.1,29,11735,2.8,60,6.1,healthy
40.1,32,11780,2.9,46,5.4,unhealthy
38.0,20,8119,3.5,57,3.8,healthy
38.0,21,13210,3.1,56,4.5,healthy
38.0,21,9889,2.8,67,4.9,healthy
39.7,39,5004,2.8,40,4.7,unhealthy
38.9,27,12807,3.5,66,4.3,healthy
38.7,21,13138,6.9,74,3.7,healthy
38.1,20,5411,4.7,56,4.5,healthy
40.4,44,5004,4.8,38,4.1,unhealthy
39.2,26,6365,7.2,48,3.2,healthy
38.8,38,11477,3.6,40,5.9,unhealthy
38.0,35,5024,2.9,47,6.6,unhealthy
40.4,19,5004,7.2,41,3.2,healthy
38.6,32,12524,5.9,63,6.8,healthy
39.8,34,13107,2.8,53,6.2,healthy
40.0,30,13257,7.2,72,6.9,healthy
38.9,22,5004,6.3,39,6.9,healthy
40.5,28,8638,7.2,51,5.3,healthy
40.4,26,13188,7.2,64,6.7,healthy
40.3,43,5353,3.9,51,5.8,unhealthy
38.0,24,13257,4.8,51,3.9,healthy
38.1,21,13257,2.8,57,6.8,healthy
38.0,28,13257,2.8,68,4.6,healthy
39.1,30,8151,7.0,57,3.9,healthy
38.2,25,13257,5.3,72,5.9,healthy
40.0,17,5004,7.2,52,3.4,healthy
38.6,23,13257,2.8,45,6.8,healthy
38.1,31,6035,3.5,52,3.3,unhealthy
40.5,27,5004,7.2,37,3.1,healthy
38.1,31,13257,3.1,48,6.9,healthy
38.1,28,13094,5.8,50,5.8,healthy
38.6,19,5004,4.7,53,3.2,healthy
38.1,16,13257,7.1,43,6.6,healthy
38.1,33,13257,3.5,82,6.8,healthy
40.1,25,9474,3.4,64,5.9,healthy
40.1,31,13257,2.8,49,6.6,unhealthy
39.2,17,5006,2.8,45,4.0,healthy
40.4,23,13257,5.6,52,5.9,healthy
40.1,24,5323,6.8,57,4.5,healthy
40.6,24,5004,4.1,37,3.6,healthy
39.4,21,5040,7.2,42,3.4,healthy
40.4,15,5013,7.1,47,4.2,healthy
40.4,29,5007,5.0,43,3.4,healthy
38.0,32,13257,7.2,79,4.2,healthy
39.1,24,5461,4.2,39,4.4,healthy
