body_temperature,respiratory_rate,walking_capacity,sleeping_duration,heart_rate,ruminating,health_status
38.4,30,13152,6.4,68,5.2,healthy
39,24,13257,2.8,70,6.7,healthy
40.5,31,5004,7.2,37,6.7,unhealthy
38.3,37,12905,3.4,80,6.9,healthy
39.5,21,8083,7.2,48,5.6,healthy
39.5,30,12869,3,47,6.8,healthy
40,19,13132,6.9,62,5.7,healthy
39.7,25,13255,3.1,51,6.8,healthy
40.6,14,7663,7.2,41,4.7,unhealthy
40,17,5004,6.7,40,5,healthy
40.2,16,5004,2.9,37,3.1,healthy
40.4,30,12548,2.9,64,3.9,healthy
40.6,17,5004,7.2,78,3.9,healthy
35.9,31,13254,2.8,55,4.9,healthy
38.2,20,13231,4.6,47,5.1,healthy
40.5,27,13251,5,70,5.9,healthy
40.3,35,12234,5.3,65,4,healthy
38.2,24,13257,4,74,6.6,healthy
39.8,15,12554,2.8,73,4.6,healthy
40,30,5004,2.8,60,4.6,healthy
37.7,29,13257,2.8,80,6.5,healthy
37.8,36,11834,3.6,50,6.5,healthy
38.4,12,5004,2.8,45,3.6,healthy
40.3,30,5004,7.2,37,3.2,healthy
40.3,22,5004,4.5,52,4,healthy
40.5,13,8080,5.3,54,5.1,unhealthy
40.6,18,12785,2.8,60,6.8,healthy
39.5,27,13257,4.4,75,6.9,healthy
39.3,17,5004,7.2,40,3.9,healthy
40.4,25,12403,2.8,45,5.5,healthy
39.3,22,5082,6.9,46,6.1,healthy
39.9,29,8370,2.8,38,6.4,healthy
40.4,14,5004,7.2,40,4.7,unhealthy
40.6,19,5004,7.2,42,3.1,healthy
40.3,25,5004,6.5,42,3.9,healthy
40,33,12597,5.9,42,6.6,unhealthy
40.5,26,5004,7.2,43,3.1,healthy
39.7,31,13257,7.2,59,7,healthy
39.8,29,12890,2.8,61,5.8,healthy
40.1,17,12972,4,46,6.1,healthy
39.1,21,12055,2.8,78,6.1,healthy
40.4,34,5251,3.4,58,5.1,healthy
40.1,25,12106,4.8,50,3.4,healthy
37.8,20,5037,2.8,60,6.2,healthy
39.2,32,7328,6.5,65,6.2,healthy
40.4,22,5004,7.2,44,5.4,healthy
40,33,6910,3.1,40,6.4,unhealthy
40,37,5004,7.2,52,3.3,unhealthy
39.1,18,8864,2.9,77,5.9,healthy
40.4,12,12857,2.8,44,3.3,unhealthy
40.1,26,5004,7.2,38,3.8,healthy
39,14,12672,2.9,62,6.4,healthy
40.3,25,13234,5.7,64,4.4,healthy
39.1,28,8070,3,50,6.7,healthy
40.5,35,5004,3,45,6.7,unhealthy
40.5,35,12548,3,65,6.8,healthy
40.2,24,13257,2.8,52,6,healthy
40,36,5004,3.2,46,4.6,unhealthy
37.1,34,13257,3.5,82,6,healthy
38.6,24,13257,2.8,67,6,healthy
38.8,17,8668,2.8,52,5.5,healthy
39.9,38,5018,4.8,54,6.2,healthy
39.6,20,8317,2.8,42,4.3,healthy
39.3,31,5953,6.7,37,3.5,healthy
40.6,27,12715,2.8,59,5.1,healthy
40.4,20,13257,6.9,42,3.9,healthy
40.2,27,8681,2.8,50,4.2,healthy
40,32,7389,2.9,54,5,unhealthy
40.6,14,5004,5.8,46,4,unhealthy
39.5,28,7054,5.5,73,4.5,healthy
40.3,25,5213,7.2,40,3.3,healthy
40.2,20,5341,7,45,3.7,healthy
40.4,35,5004,4.8,53,5.6,unhealthy
39.6,16,13257,2.8,39,6.6,healthy
40.6,27,5005,4.7,44,3.3,healthy
40.2,36,5812,5.6,59,5,healthy
38.8,18,13256,3.6,45,5.9,healthy
39.8,28,12052,2.8,49,7,healthy
40.1,29,5004,5.1,50,5.5,healthy
40.6,33,5121,2.9,55,3.9,healthy
39,31,5004,7.1,50,5.9,healthy
40.6,24,5004,5.8,37,4.5,healthy
40.6,22,5004,4.3,41,3.2,healthy
40.3,12,5004,7.2,52,6.5,unhealthy
39.3,24,5004,2.8,50,4.3,healthy
40.2,30,13251,2.8,82,6.5,healthy
40.1,28,12771,4.1,43,5.7,healthy
39.7,24,13250,6.2,75,3.5,healthy
38.6,26,5004,2.8,46,4.6,healthy
39,31,12905,2.8,48,3.2,healthy
40.6,31,6805,2.8,37,5.6,unhealthy
40.6,44,5004,7.2,43,3.1,unhealthy
40.5,20,12825,7.2,63,4.4,healthy
40,21,12539,4.2,59,4.8,healthy
40.6,27,5004,6.5,46,3.6,healthy
39.4,20,13255,2.8,67,4.2,healthy
40.2,24,7759,4,55,6,healthy
40.5,15,12377,6.9,63,3.4,healthy
40.5,30,13256,3.4,72,5.7,healthy
40.6,26,5004,7.2,43,3.2,healthy
40,12,10629,7.2,79,5.4,healthy
40.3,33,13170,3,76,4.4,healthy
39.1,18,9095,5.7,48,3.1,healthy
40.6,19,12429,5.6,42,3.1,healthy
40.4,31,12848,6.2,48,6.4,unhealthy
40.5,21,5004,4.1,42,3.2,healthy
37.4,18,13184,2.8,76,3.2,healthy
39,15,6602,3,68,5.5,healthy
39.9,19,12251,4.6,60,3.7,healthy
40.1,18,6751,7.2,57,4.5,healthy
38.7,14,13257,3.6,46,5.2,healthy
39,14,12054,2.8,49,3.3,healthy
40.2,26,13257,3.5,40,6.3,healthy
40.5,34,5597,3.2,40,5.9,unhealthy
39.9,13,9310,2.8,46,6.5,healthy
39.4,23,5004,2.9,58,6,healthy
39.8,21,7429,7.2,58,3.8,healthy
37.9,22,13257,2.8,40,4.8,healthy
40.5,17,13225,6.3,44,4.9,healthy
39.4,29,5883,2.9,40,6.3,healthy
40.2,14,12881,7.2,48,5.4,unhealthy
39.9,29,8197,2.8,51,6.6,healthy
40.3,39,5581,3.2,37,3.2,unhealthy
38.3,40,5004,6.9,41,6.4,healthy
40.5,30,13140,6.4,75,5.1,healthy
38.2,29,7318,3.3,46,3.2,healthy
40.6,27,7384,7.2,45,5.4,healthy
40.6,16,13245,2.9,37,3.6,healthy
38.6,18,5189,5.8,46,3.5,healthy
40.5,18,13257,3.7,75,3.2,healthy
40.6,35,5004,7.1,48,5.2,unhealthy
39.3,35,13257,2.8,82,6.8,healthy
40.3,27,5054,6.4,42,3.2,healthy
40.5,20,13257,3.3,56,4.4,healthy
40.2,22,13143,5.1,70,6.7,healthy
40.3,33,8582,3.1,39,5.6,unhealthy
40,31,5004,6.3,44,7,unhealthy
40.4,32,5004,6,57,5,healthy
38.3,42,5004,3.7,41,5,unhealthy
40.6,29,10071,7.2,68,5.1,healthy
40.6,17,5004,4.3,47,3.7,healthy
39.5,13,13257,2.9,78,6.1,healthy
40,17,13248,6.5,59,5.3,healthy
39.3,25,13245,3.6,62,6.1,healthy
40.5,27,8089,7.1,58,3.5,healthy
39.3,31,13257,5,71,6.6,healthy
40.1,33,12926,3.2,48,6.4,unhealthy
39.3,22,12851,6,67,7,healthy
40.6,14,12866,7.2,54,5.2,unhealthy
40.6,26,13235,7.2,52,3.5,healthy
40.6,19,5004,3.9,37,4.7,healthy
40.5,23,5011,2.8,55,5.8,healthy
40.4,38,6610,2.8,42,3.5,unhealthy
40.3,36,5004,3.2,38,6.2,unhealthy
40.5,28,12105,7.1,78,6.5,healthy
39,19,13257,2.8,81,5.7,healthy
39.9,25,13162,7.2,53,6.3,healthy
40,30,11648,3.8,43,7,healthy
40.3,23,5554,3.2,56,3.6,healthy
39.3,26,13257,6,71,5.5,healthy
40.4,33,5004,3.1,49,6.2,unhealthy
39.9,16,13257,2.8,73,6.9,healthy
40.6,24,5004,5.6,40,3.9,healthy
40,16,13246,5,78,5,healthy
39.5,32,11284,6.9,46,6.8,healthy
40.2,38,12238,7.1,73,6.5,healthy
40.4,26,5004,3.2,40,5.9,healthy
39.4,19,12095,2.9,57,5.2,healthy
40.6,13,5004,7.2,40,3.2,unhealthy
40.3,20,5247,4.6,77,5.6,healthy
40.6,33,12125,3.5,65,4.7,healthy
39.2,23,11854,3.1,56,5.8,healthy
40.3,19,5004,7.2,39,3.2,healthy
40,26,10055,2.9,74,5.3,healthy
40.4,20,11513,7.2,66,6.2,healthy
40,26,5004,6.6,48,3.5,healthy
38.9,41,13257,3,61,5.9,healthy
40.5,30,13257,4.8,45,5.5,healthy
40.6,28,5004,5.5,55,3.9,healthy
40.6,24,13252,6.7,49,5.9,healthy
40.1,20,13250,3,41,3.8,healthy
40.1,36,5004,5,48,3.9,unhealthy
40.6,22,5004,7.2,48,3.6,healthy
40,27,7907,2.8,51,6.2,healthy
40.6,35,5004,3.4,49,4.1,unhealthy
39.7,35,5004,3.8,40,3.6,healthy
39.8,24,5004,7.2,39,4.2,healthy
37.4,19,13257,2.8,75,4.9,healthy
40.5,30,5761,7.2,49,4.1,healthy
39.7,24,9806,2.8,56,6.4,healthy
40.4,16,5004,5.2,53,3.8,healthy
40,22,9070,2.9,82,6.3,healthy
40.6,23,8385,2.8,53,3.7,healthy
39.2,32,13250,2.8,59,6.8,healthy
40.3,30,11460,6.8,62,3.9,healthy
40.3,28,13229,4.9,71,6.4,healthy
40.4,32,5173,3.2,49,5,unhealthy
40.6,26,13189,2.9,59,5.5,healthy
39.4,17,5031,3.2,41,4.5,healthy
39.9,29,12177,7.2,38,3.1,healthy
40.4,14,5004,2.8,42,3.1,unhealthy
40.4,22,5004,7,54,3.7,healthy
40.5,17,5004,7.2,55,4.1,healthy
39.6,17,12873,2.8,43,5.5,healthy
40,26,5004,7.2,39,6.1,healthy
40.5,22,5181,2.8,65,4.4,healthy
39.9,18,12971,2.8,48,5.3,healthy
40.5,22,5004,2.8,44,4.6,healthy
37,19,6369,6.6,53,4.4,healthy
40,28,5004,4.3,48,3.3,healthy
36.8,26,11078,5.1,47,6.7,healthy
40.5,31,13256,2.8,49,6.9,unhealthy
40.1,24,5004,7.1,60,5,healthy
39.4,29,5688,2.9,48,6,healthy
39.9,20,11326,3.8,63,6.5,healthy
38.2,18,13257,2.8,58,4.4,healthy
40.5,13,5004,7.2,45,4.7,unhealthy
39.3,24,7468,7.2,46,5.8,healthy
40.1,38,12525,2.8,80,6.5,healthy
40.4,28,13255,2.8,50,6.5,healthy
37.7,31,13254,6.6,76,5.6,healthy
40,26,13099,2.8,55,5.5,healthy
40.3,26,5004,4.3,41,4.5,healthy
38.7,27,11257,7.1,76,5,healthy
38,24,12922,2.8,72,6.5,healthy
40,11,13257,2.8,52,6.6,unhealthy
39.3,24,13256,3.1,81,5.4,healthy
40.6,30,13257,3.4,82,6.8,healthy
40.4,27,5004,6.8,50,3.6,healthy
40.1,30,13152,3.6,71,6.5,healthy
39.2,23,12922,2.9,50,6.4,healthy
37.1,18,13256,3.1,69,6.5,healthy
39.9,30,11221,5.3,57,3.8,healthy
39.5,43,13257,2.8,67,6.8,healthy
40,27,5004,5.9,38,3,healthy
40.5,24,13257,2.8,63,5.6,healthy
40.5,28,5004,7.2,37,3.2,healthy
38.1,26,8674,4.9,46,3.9,healthy
39.7,26,5714,5.8,61,3.7,healthy
40.6,25,13256,6.5,68,6.2,healthy
39.3,22,13241,2.8,69,5.6,healthy
38.4,21,13190,4.5,57,6,healthy
40.6,35,12682,5.2,45,4.4,unhealthy
38.9,32,13257,5.2,46,6.2,healthy
40.5,34,7519,2.8,48,4.3,unhealthy
39.1,10,13257,2.8,83,6.8,healthy
40.5,31,12725,2.8,63,5.3,healthy
38.1,36,13255,2.8,56,4.5,healthy
40.5,34,5004,2.9,37,4.1,unhealthy
38.9,23,13010,2.8,42,5.3,healthy
40.1,26,13254,2.8,41,6.1,healthy
40.6,20,5004,7.2,40,4.5,healthy
40.4,26,5004,7.2,38,3.4,healthy
40.6,22,5004,7.2,39,3.7,healthy
40.6,12,5004,2.8,37,3.2,unhealthy
40.4,13,8258,2.8,49,4.1,unhealthy
40.5,18,13253,6.2,62,6.7,healthy
39.6,16,13257,2.8,66,6.9,healthy
39.8,28,5004,5.4,61,3.7,healthy
40.6,21,10321,7.1,54,4.8,healthy
40.3,24,5004,7.1,48,6,healthy
40.1,35,13257,2.8,69,5.9,healthy
40.6,32,5004,5.1,56,5,healthy
40.3,32,5004,7.2,39,4.7,unhealthy
40.6,23,5069,2.8,45,3.7,healthy
40.3,16,11304,2.8,45,4.8,healthy
40.1,19,5004,7.2,41,3.8,healthy
39.9,26,13218,2.8,54,4.1,healthy
40.1,17,8085,4.5,41,4.1,healthy
40.6,21,12560,6.2,45,5.8,healthy
40.4,35,13257,5.8,68,5.6,healthy
40.4,18,5858,3.8,44,4.3,healthy
38.1,10,5004,7.2,72,3,healthy
40.5,32,12960,6.3,43,4.6,unhealthy
40.6,28,5004,4.8,45,4.3,healthy
40.5,11,5004,7.2,40,4.8,unhealthy
39.8,14,13250,2.8,72,6.4,healthy
40.5,18,11295,2.8,71,5.4,healthy
37.9,22,12786,2.8,62,7,healthy
40.4,14,5004,6.8,37,4.1,unhealthy
40.5,37,13250,4,44,3.7,unhealthy
39.7,18,13238,5.3,40,5,healthy
40.6,29,12539,7,56,5.8,healthy
40.2,35,5004,7.2,57,4.8,healthy
40.6,24,5072,7.2,38,3.4,healthy
39,21,13257,2.8,83,6.6,healthy
37.5,23,13257,2.9,78,5.8,healthy
39.9,32,13257,2.8,82,4.5,healthy
40,21,5004,7.1,58,3.3,healthy
39.4,30,13215,2.8,50,5.7,healthy
40.6,11,13257,2.8,41,6.6,unhealthy
40,17,5051,3.1,42,6.8,healthy
40.5,32,8456,2.8,57,5.8,healthy
40.4,27,6347,5.9,51,4.6,healthy
40.1,37,13241,3.2,57,5.9,healthy
36.9,27,13257,2.8,77,6.5,healthy
38.2,22,13257,2.8,74,6.6,healthy
40.5,34,7236,7.2,43,4,unhealthy
39.7,26,13179,2.8,66,5.8,healthy
39.8,32,12841,2.8,41,5.8,healthy
39.3,20,8053,2.9,47,4.9,healthy
40.5,32,5004,2.8,41,5.5,unhealthy
40,28,5004,5.5,52,3.8,healthy
40.5,31,13116,6.9,64,6.2,healthy
40.4,19,5004,7.2,38,3.4,healthy
38.9,13,13256,3.7,64,4.4,healthy
40.5,41,5004,4.7,37,3.3,unhealthy
40.6,14,13223,6.8,42,4.7,unhealthy
40.3,32,5004,2.8,38,6,unhealthy
39.1,32,12481,2.8,52,4.1,healthy
39.9,19,5384,7.2,38,4.8,healthy
38.1,24,12509,3,69,5.9,healthy
40,27,13257,4,73,7,healthy
39,24,12707,2.8,62,6.2,healthy
40.4,44,13246,7.2,78,6.7,healthy
39.8,22,5035,3.6,47,6.1,healthy
40.4,25,13250,6.8,79,4.5,healthy
39.5,27,5004,2.8,38,5.8,healthy
39.6,16,12906,6.9,50,5.6,healthy
39.9,34,10630,7.2,49,3.5,healthy
40.3,33,13245,3.7,62,4.9,healthy
40.4,18,5004,7.2,41,3.3,healthy
38.1,30,13257,2.8,69,6.3,healthy
35,16,9664,2.8,46,5.3,healthy
40.5,26,5004,6.9,46,5,healthy
38.2,22,12826,2.8,72,3.2,healthy
40.4,24,5032,3.6,68,6.4,healthy
40.1,24,13249,6.2,54,5.1,healthy
40.3,38,5004,3.2,39,3.2,unhealthy
39.2,29,13254,6.2,74,7,healthy
35.7,19,9808,3.2,75,6.6,healthy
40.5,15,5220,7.2,43,3.1,healthy
40.1,22,13044,2.8,78,3.3,healthy
38.9,20,13257,2.9,66,5.4,healthy
40.2,27,5004,2.8,38,5.4,healthy
40.2,21,5198,6.8,56,3.6,healthy
40.1,19,12990,2.8,63,5.3,healthy
40.3,32,7220,6.4,71,4.4,healthy
39.6,27,13257,2.8,57,6.1,healthy
38.2,22,11534,2.8,39,6.9,healthy
39.6,18,5354,2.8,59,6.6,healthy
40.6,15,5004,7,43,4.7,healthy
40.4,21,5375,7.2,49,3.3,healthy
40.3,19,5554,3.1,48,6.8,healthy
39.6,19,13257,3.5,50,6.6,healthy
38.1,20,13257,2.8,61,6.9,healthy
38,34,12605,2.8,46,4.8,healthy
40.6,24,12152,4.9,47,4.6,healthy
40.5,36,5557,6.9,59,3.9,healthy
40.4,23,13249,6.2,70,3.8,healthy
40.4,31,13249,5.4,68,3.4,healthy
38.1,18,13255,7,44,5.9,healthy
39.3,23,5079,5.8,39,4.1,healthy
40.2,27,5004,2.8,42,4.7,healthy
40.6,28,5004,4,38,4.1,healthy
40.4,25,5004,6.4,45,3.7,healthy
39.8,22,5719,4.7,41,5.5,healthy
40.1,31,9696,3.1,45,5.6,unhealthy
39.9,25,13257,7.1,77,6.6,healthy
40.6,25,5053,2.8,49,4.7,healthy
39.5,20,13227,2.8,50,6.8,healthy
40.6,21,6202,7.2,39,5.9,healthy
40.6,15,13257,3,46,6.8,healthy
38.2,17,13257,2.8,64,4.8,healthy
40.5,21,5004,3,41,6.2,healthy
40,21,13220,2.8,75,6.7,healthy
40.4,28,6121,3,65,5.5,healthy
40.6,42,6345,5.3,38,5.5,unhealthy
40.4,32,13257,4.7,44,6.3,unhealthy
40.6,28,5004,7.2,51,3.2,healthy
40.1,27,5004,4.7,48,5,healthy
40.5,35,5004,7.2,43,5.1,unhealthy
39.8,22,13169,5.2,61,4.5,healthy
39.6,11,10355,7.2,41,3.6,healthy
40.6,35,5004,4.9,44,5.2,unhealthy
40.5,23,5004,4.6,49,4.2,healthy
37.8,26,13257,7,51,6.2,healthy
40.2,36,5518,2.8,60,6.1,healthy
40,23,11244,7.1,76,3.9,healthy
39.9,16,7426,6.8,43,6.3,healthy
38.5,28,5422,3.9,46,4.4,healthy
40.5,25,5004,3.5,41,5.9,healthy
39.5,24,6986,7.2,48,4.4,healthy
38.2,20,7568,7.2,68,5.2,healthy
38.3,21,13257,4.1,65,6.1,healthy
40.5,21,5004,7.2,44,4.7,healthy
39.9,20,12455,6.6,56,6.3,healthy
40.3,22,13257,2.9,54,6.5,healthy
40.1,25,13110,3.6,40,6.8,healthy
40,20,12437,7.2,63,5.1,healthy
38.7,21,13097,2.8,45,5.8,healthy
39.9,24,12892,2.8,53,5.2,healthy
39.7,27,13156,5.4,64,5.5,healthy
38.4,13,5069,2.8,44,4.9,healthy
40.6,25,5004,5.5,53,4.7,healthy
38.5,16,13235,2.8,52,6.8,healthy
40.6,29,5004,7.2,58,5.4,healthy
40.5,42,5004,5.4,66,5.1,healthy
40.5,21,5004,5.1,37,4,healthy
40.5,38,5004,2.8,50,5.6,unhealthy
40.1,15,13257,2.8,43,4.2,healthy
40.2,32,9024,2.8,49,5.3,unhealthy
38.6,17,5679,2.8,45,4.1,healthy
39.8,17,13102,7.2,70,5.7,healthy
40.6,24,13255,3.9,62,5.5,healthy
38.8,30,13126,2.8,64,4.7,healthy
40.3,22,6556,7.1,64,5.7,healthy
40.5,25,5004,2.8,38,4.1,healthy
39.3,28,5238,2.8,52,6.8,healthy
39.2,15,13257,2.9,70,4.8,healthy
40.2,24,5004,4.9,67,4.5,healthy
40.4,40,13241,2.9,61,6.3,healthy
40.6,32,5004,5.9,47,4.3,unhealthy
40.5,22,5004,6.2,44,3.8,healthy
40.4,34,5004,7.2,47,3.3,unhealthy
40.2,17,13217,2.8,39,3.7,healthy
40.1,31,11500,3.6,74,5.9,healthy
39,17,5004,6.1,41,5.2,healthy
40,20,5004,3.7,46,3.8,healthy
40.5,34,12337,6.4,55,6.6,healthy
39.7,20,13257,6.2,65,6.7,healthy
40.1,43,13189,4.1,38,6.7,unhealthy
39.5,40,13183,7.2,47,3.7,unhealthy
39,23,13257,7.2,39,3.5,healthy
40.6,36,5004,7.1,45,6,unhealthy
38.9,34,5004,6.4,43,5.2,healthy
39.5,19,13083,5.5,53,5.2,healthy
39.9,37,13215,2.9,51,6.1,healthy
38.3,29,13247,2.8,53,5.1,healthy
40.6,31,5004,7.2,38,3.7,unhealthy
40,20,13141,2.8,59,5.1,healthy
39.2,35,5004,4.3,58,6.1,healthy
40.4,33,13249,2.8,53,3.3,unhealthy
39.3,26,13257,5.9,46,6.3,healthy
40.2,20,12410,6.6,41,3.8,healthy
40.5,16,5004,7.2,37,6.5,healthy
40.6,20,12785,2.8,58,5.3,healthy
40.4,29,13257,2.8,40,6.9,healthy
39.7,29,12852,2.8,70,6.8,healthy
40.4,34,13257,2.8,76,5.5,healthy
40.1,16,7496,2.8,81,6.4,healthy
40.5,21,6569,3.3,71,4.6,healthy
40.6,34,5004,2.8,68,3.4,healthy
39.4,36,5848,4.1,48,5.9,healthy
40.4,21,5004,7.2,50,3.4,healthy
39.8,30,13257,2.9,44,5.2,healthy
40.6,28,5004,7.2,37,3.5,healthy
39.5,30,13256,2.8,44,6.4,healthy
40.5,25,5004,7.2,43,3.5,healthy
39.9,35,5004,6.4,57,5.4,healthy
37.6,28,13051,2.8,81,5.9,healthy
40.5,19,5004,7.2,38,3.3,healthy
39.6,29,5204,4,48,5.3,healthy
39.7,37,11151,3.8,48,5.8,healthy
40.1,24,5004,2.9,47,4.9,healthy
40.6,40,13257,6.6,49,6.9,unhealthy
40.2,19,13256,2.9,58,6.1,healthy
39.8,24,5004,4.7,37,5.2,healthy
39.4,29,5004,4.2,66,3.3,healthy
38.8,13,5004,5.3,49,3.4,healthy
40.3,30,5004,7.2,62,4.5,healthy
40.6,27,11543,2.8,56,5.4,healthy
39.5,20,12469,3.8,83,5.6,healthy
33.7,35,5004,6.1,42,3.2,healthy
40.6,29,12932,6.2,57,4.7,healthy
39.5,20,13134,4.1,64,6.5,healthy
40.4,31,12107,4.1,57,4.2,healthy
39.9,17,12620,3,65,6,healthy
38.6,27,13257,2.8,50,4.2,healthy
40.6,13,13257,2.8,54,5.7,unhealthy
40.1,22,13192,2.8,50,6.9,healthy
40.3,29,12919,3.6,56,6.9,healthy
37.9,38,13257,2.8,78,6.6,healthy
39.9,18,13257,3,74,6.8,healthy
40.2,15,10265,2.8,62,3.6,healthy
38.6,18,5004,4.8,59,3.4,healthy
37.2,25,6151,6.6,77,5.5,healthy
40.4,28,13256,2.9,61,5.2,healthy
40.6,16,5557,6,46,6,healthy
39.4,32,13257,2.8,77,6.9,healthy
39.9,25,12637,2.8,41,3.7,healthy
38.4,33,5004,6.8,55,4.8,healthy
39.3,19,13257,2.8,83,6.9,healthy
39.1,26,12237,2.8,73,6.6,healthy
40.5,23,12601,6.7,57,5,healthy
39.8,26,5799,3,39,4.1,healthy
40.5,20,13257,5.7,39,5.9,healthy
39.6,35,5004,7,37,4.4,healthy
40.5,29,13186,2.8,73,6.6,healthy
40.5,15,12235,2.8,58,6.3,healthy
40.3,30,13257,3.8,77,6.3,healthy
39.5,20,5004,7.2,39,4.2,healthy
39.2,28,12224,3.3,48,3.1,healthy
40.1,11,13257,2.9,51,3.7,unhealthy
40.6,21,5017,7.2,41,5.3,healthy
39.9,35,13090,6.1,82,3.1,healthy
40.1,24,13224,3,62,4.8,healthy
39.3,35,5004,2.9,80,5.8,healthy
40.4,24,13170,7,52,4,healthy
39.9,30,11756,6.4,51,3.3,healthy
40.2,21,13239,7.2,46,4.5,healthy
40,26,8239,7.2,39,5.1,healthy
40.1,23,5004,6.2,43,6.5,healthy
40.4,37,12653,5.9,52,5.7,unhealthy
40.2,15,13256,2.8,58,3.3,healthy
40.5,26,5617,7.1,41,3,healthy
40,30,5004,2.9,68,5.6,healthy
40.5,28,8910,3,46,5.1,healthy
40.6,15,5004,7.2,43,4.9,healthy
40.4,30,5004,2.8,54,5.3,healthy
40.4,35,5004,7.2,42,5.7,unhealthy
40.3,20,10965,2.8,50,3.7,healthy
40,15,7628,7.2,69,5.5,healthy
39.8,19,12746,6.4,62,5.2,healthy
40.6,42,5004,7.2,39,6.2,unhealthy
40.1,36,13254,2.8,52,6.5,unhealthy
40.5,23,5004,7.2,38,3,healthy
40.6,20,5004,7.2,37,4.1,healthy
40.6,21,5004,7.2,38,4.9,healthy
40.3,28,12621,6.8,49,6.3,healthy
38.2,17,13257,4.5,79,6.5,healthy
39.3,20,12390,3.5,51,5.1,healthy
38.6,27,13257,2.8,75,4,healthy
40.1,34,13257,2.8,74,6.5,healthy
40.5,28,5004,7,38,5.1,healthy
40.5,10,5004,6.5,64,3,healthy
39.4,14,13257,2.8,62,5.9,healthy
40.6,17,5004,6.9,37,6.7,healthy
40.4,22,12891,7.2,51,3.8,healthy
40.4,20,13249,3.1,53,4.6,healthy
40.1,37,13257,6.9,69,5.9,healthy
38.4,29,13257,2.8,64,6.9,healthy
40.3,21,10327,2.8,46,6.7,healthy
40.3,33,5004,6.2,40,3.7,unhealthy
39.5,20,10840,2.8,43,4.6,healthy
39.2,32,8366,2.8,63,6.4,healthy
40.6,18,10714,2.8,61,3.7,healthy
39.9,34,13257,7.1,76,4.6,healthy
40.6,20,5004,6.3,37,5,healthy
40.5,24,13257,3.6,41,5.7,healthy
40.5,24,13257,7.2,77,6.9,healthy
39.8,27,12920,5,64,5.4,healthy
40.6,17,13257,7,54,4.3,healthy
40.6,21,13257,2.8,82,5.6,healthy
36.9,20,13181,4.4,81,3.6,healthy
40.3,35,12775,6.5,38,6,unhealthy
39.6,10,13257,5.4,71,6.7,healthy
40.4,17,13254,6.6,51,4.1,healthy
40.2,24,13141,6.9,58,5,healthy
40.4,21,6030,7.1,45,5,healthy
40.4,15,13257,7.2,66,6.8,healthy
40.1,17,9467,7.1,51,4.4,healthy
39.1,18,5364,2.8,45,4.9,healthy
40.4,17,13226,3.4,49,4,healthy
40.4,17,7080,3.4,44,3.8,healthy
40.2,16,12104,2.8,83,5.9,healthy
40.6,38,5004,7.1,38,5.5,unhealthy
38.2,32,13257,2.8,70,7,healthy
40.5,24,8124,3.4,44,4.2,healthy
39.4,17,5347,2.8,52,5.3,healthy
39.8,25,12567,2.9,45,5,healthy
40.6,22,5401,3.9,38,4.5,healthy
40.2,29,9389,3.1,41,4.1,healthy
39.6,35,13253,2.8,52,6,healthy
40.6,29,12581,7.1,41,4.3,healthy
40.3,26,12271,3.3,53,6.8,healthy
40.5,19,10050,4,64,5.6,healthy
39.1,21,7278,5,58,5.9,healthy
39.4,28,5004,4.3,47,6.6,healthy
39.5,28,6132,7.2,40,3.2,healthy
40.6,36,6272,6.5,38,4,unhealthy
40.5,28,5004,5.9,49,3.4,healthy
40.1,37,13257,2.8,81,6.9,unhealthy
40.3,20,7379,4.3,38,6.6,healthy
40,21,5319,2.8,43,5.5,healthy
40.5,20,5004,7.2,41,5.9,healthy
40.4,31,5739,5.7,46,5.1,unhealthy
39.3,31,13116,2.8,61,6.2,healthy
40.6,25,5004,3.8,64,6.5,healthy
40.3,20,13234,3.1,40,6.3,healthy
40.4,29,5185,2.9,44,3.1,healthy
39.5,23,12312,4.4,72,4.6,healthy
40.4,29,5004,7.1,70,6.2,healthy
40.6,16,5004,3.8,41,4.2,healthy
40.2,26,5004,7.2,38,4.5,healthy
40.5,24,5004,7.2,39,6.6,healthy
40.1,21,13257,4.2,70,6.9,healthy
38.1,31,13050,6.3,38,3.6,healthy
40.5,22,13256,7.2,62,5.5,healthy
40.6,37,9006,3.1,37,4.5,unhealthy
40.6,26,5004,5.1,52,3.9,healthy
40.5,25,5004,6.4,44,4.7,healthy
37.5,19,7977,2.8,71,6.4,healthy
40,22,13257,2.9,47,4.9,healthy
40.4,12,13257,7.2,71,5.4,healthy
40.6,27,13250,5.2,64,4.3,healthy
37.2,17,13257,2.8,74,6.4,healthy
40.5,38,12529,2.8,51,6.3,unhealthy
40.6,40,13209,7.2,58,4.7,healthy
39.7,33,13257,2.8,68,5.1,healthy
40.5,32,13256,6.2,72,6.7,healthy
40.6,19,5004,3.3,61,6.5,healthy
38,15,13182,2.8,65,3.9,healthy
40.6,19,13257,3.8,75,6.4,healthy
40.5,17,13200,4.6,65,4.1,healthy
40.3,13,13111,5.1,62,5.6,healthy
39.7,25,5144,3.3,44,6.8,healthy
39.8,23,5004,7.2,66,5,healthy
40.1,32,5583,6.2,43,5.6,unhealthy
40.6,39,5233,2.8,77,6.6,healthy
40,30,13257,2.8,66,6.9,healthy
40.3,20,13257,6.5,42,4.4,healthy
40,19,10512,3.4,69,5,healthy
